https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2020,5,2/1/2020,84,73,,16,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2/8/2020,95,78,0,15,,,,,,,,23,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2/15/2020,88,73,,20,,,0,,,,0,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2/22/2020,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2/29/2020,83,75,,17,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,10,3/7/2020,78,67,0,20,0,,,,,,0,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,3/14/2020,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,3/21/2020,68,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,3/28/2020,85,74,,16,,,,,,,,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,4/4/2020,97,83,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,4/11/2020,82,70,,15,,,,,,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,4/18/2020,79,70,0,17,,,,,0,,0,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,4/25/2020,60,55,,12,0,,,,,,0,13,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,5/2/2020,84,76,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,5/9/2020,84,73,,20,,,,,,0,0,12,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,5/16/2020,78,66,0,18,,0,,,0,,,19,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,21,5/23/2020,75,66,0,18,,,0,,0,0,,16,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,22,5/30/2020,82,74,,22,,,0,,0,,,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,23,6/6/2020,66,58,0,13,,,,,,0,,18,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,24,6/13/2020,65,58,,19,,,,,,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,25,6/20/2020,39,37,0,19,0,,,,0,0,0,,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,26,6/27/2020,19,19,0,,,0,,0,,0,0,,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Arizona,2019,1,1/5/2019,1351,1224,12,260,44,61,34,86,23,27,20,314,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,1/12/2019,1350,1211,10,263,49,52,28,101,25,17,22,310,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,1/19/2019,1270,1147,10,256,46,78,27,84,24,15,28,256,70,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,1/26/2019,1253,1116,,265,36,67,33,80,19,14,18,262,53,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,2/2/2019,1217,1091,,258,57,47,25,93,17,15,15,239,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,2/9/2019,1204,1091,10,244,36,68,27,87,20,13,15,243,55,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,2/16/2019,1188,1079,,234,48,62,26,81,17,14,21,246,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,2/23/2019,1313,1165,,274,52,66,33,86,17,19,23,256,60,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,3/2/2019,1250,1122,,238,54,44,25,99,19,14,16,277,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,3/9/2019,1252,1119,,254,43,50,35,75,27,24,17,274,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,3/16/2019,1279,1155,,280,39,65,30,80,22,21,15,288,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,3/23/2019,1192,1057,,229,39,63,27,81,16,15,16,233,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,3/30/2019,1240,1114,,236,46,71,37,80,16,,18,265,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,4/6/2019,1254,1117,,252,47,66,32,94,15,17,19,238,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,4/13/2019,1325,1178,,286,51,61,21,86,16,12,14,278,82,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,4/20/2019,1167,1049,,231,45,52,19,87,25,14,15,273,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,4/27/2019,1176,1054,,241,45,70,18,77,23,15,19,255,56,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,5/4/2019,1160,1027,,237,61,53,16,62,16,21,24,246,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,5/11/2019,1191,1057,12,244,57,53,17,81,17,10,26,263,42,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,5/18/2019,1139,1003,,231,39,71,,70,15,17,22,239,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,5/25/2019,1122,1006,,242,48,53,11,70,22,11,22,220,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,6/1/2019,1168,1041,,251,39,59,18,76,22,15,12,235,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,6/8/2019,1074,941,,217,37,53,16,66,13,13,12,215,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,6/15/2019,1149,1023,,254,40,58,10,53,14,17,21,239,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,6/22/2019,1060,940,,199,32,52,22,68,11,19,14,239,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,6/29/2019,1122,974,11,249,30,53,11,66,16,,29,213,54,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,7/6/2019,1120,946,,248,39,46,11,62,15,10,20,214,39,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,7/13/2019,1165,993,10,239,39,59,11,58,17,27,18,240,51,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,7/20/2019,1144,974,,223,46,49,,61,,11,17,255,52,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,7/27/2019,1068,922,,201,51,57,10,47,19,14,22,238,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,8/3/2019,1085,940,,226,36,51,14,65,18,,20,216,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,8/10/2019,1085,937,,232,34,61,,59,18,11,23,231,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,8/17/2019,1071,946,,248,34,41,13,64,17,16,24,232,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,8/24/2019,1063,933,,243,34,52,10,66,15,18,14,204,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,35,8/31/2019,1151,1018,,256,43,63,11,52,20,14,20,246,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,9/7/2019,1176,1017,,234,43,67,10,73,14,,22,258,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,9/14/2019,1038,910,,234,36,49,12,60,19,15,13,200,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,9/21/2019,1079,958,,236,39,57,11,51,17,13,17,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,9/28/2019,1159,1039,,236,45,54,11,67,23,16,26,247,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,10/5/2019,1102,967,,248,36,62,12,57,15,17,24,189,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,10/12/2019,1117,991,,257,46,67,13,48,13,13,14,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,10/19/2019,1139,1014,,245,35,72,20,67,21,17,18,221,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,10/26/2019,1013,906,,194,25,55,14,56,11,12,11,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,11/2/2019,1121,1005,,251,38,73,12,49,20,12,13,216,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,11/9/2019,1254,1115,10,271,36,75,15,65,14,17,25,268,58,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,11/16/2019,1197,1062,10,242,32,56,22,58,15,19,20,240,60,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,11/23/2019,1220,1075,,243,41,55,17,75,13,16,18,267,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,11/30/2019,1119,1002,12,203,44,50,15,72,19,15,19,236,57,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,12/7/2019,1222,1100,11,263,52,59,20,69,19,15,20,260,48,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,12/14/2019,1193,1071,,240,33,60,26,71,10,18,17,253,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,12/21/2019,1165,1039,,241,37,64,24,62,13,12,17,260,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,12/28/2019,1219,1112,,263,46,60,20,78,16,12,18,259,59,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,1/4/2020,1297,1178,,247,46,66,30,90,17,11,20,313,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,1/11/2020,1388,1249,,276,58,67,26,86,20,19,30,294,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,1/18/2020,1312,1174,,264,46,65,32,74,30,20,17,275,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,1/25/2020,1274,1157,10,241,54,58,36,76,24,20,29,281,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2/1/2020,1262,1131,,265,48,55,34,75,19,17,21,288,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2/8/2020,1261,1134,,239,50,66,31,78,17,12,25,278,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2/15/2020,1309,1190,,247,53,66,32,88,18,10,23,295,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2/22/2020,1337,1182,,261,36,59,31,83,16,17,26,285,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2/29/2020,1351,1200,,256,53,64,33,84,27,14,33,272,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,3/7/2020,1375,1237,12,256,44,67,29,78,29,16,35,307,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,3/14/2020,1347,1200,,254,46,63,32,102,27,16,32,294,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,3/21/2020,1285,1157,,262,42,63,37,79,30,13,30,256,64,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,3/28/2020,1319,1213,,263,52,66,37,80,18,20,30,273,61,30,28,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,4/4/2020,1353,1251,,258,39,66,25,78,26,15,53,249,55,57,54,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,4/11/2020,1397,1282,11,242,55,57,27,83,28,17,57,247,68,89,86,,,,,,,,,,,,,,,
Arizona,2020,16,4/18/2020,1306,1208,11,254,38,69,21,74,12,21,48,239,48,93,83,,,,,,,,,,,,,,,
Arizona,2020,17,4/25/2020,1372,1289,,266,38,75,17,64,23,13,55,277,63,101,95,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,5/2/2020,1389,1287,,239,55,56,25,73,13,16,70,304,72,99,90,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,5/9/2020,1417,1321,10,251,44,60,16,76,20,11,107,269,60,123,117,,,,,,,,,,,,,,,
Arizona,2020,20,5/16/2020,1287,1191,,229,39,64,16,64,23,22,102,204,52,113,105,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,21,5/23/2020,1260,1164,10,235,46,78,14,54,22,11,92,208,67,91,84,,,,,,,,,,,,,,,
Arizona,2020,22,5/30/2020,1269,1191,,239,43,44,15,70,20,19,100,220,59,107,93,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,23,6/6/2020,1368,1259,,251,38,63,17,59,14,12,116,236,57,127,122,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,24,6/13/2020,1382,1302,10,237,43,62,13,70,26,11,119,246,52,149,137,,,,,,,,,,,,,,,
Arizona,2020,25,6/20/2020,1298,1233,11,227,44,67,10,76,26,12,115,210,58,130,126,,,,,,,,,,,,,,,
Arizona,2020,26,6/27/2020,874,847,,148,21,54,,46,15,16,84,169,42,61,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arkansas,2019,1,1/5/2019,692,631,14,115,24,29,18,46,13,10,,193,27,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,2,1/12/2019,601,570,,111,24,34,16,54,,11,0,171,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,3,1/19/2019,661,608,,123,21,32,14,58,15,15,,156,37,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,4,1/26/2019,650,604,10,111,31,25,18,50,,12,,173,28,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,5,2/2/2019,671,624,,128,19,30,12,45,,20,,200,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,6,2/9/2019,665,622,13,129,21,29,17,57,,,,174,27,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,7,2/16/2019,695,661,,134,29,29,19,63,,,,194,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,8,2/23/2019,723,676,11,146,27,26,23,60,13,16,,201,21,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,9,3/2/2019,643,605,,128,26,34,20,52,,14,,158,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,10,3/9/2019,686,633,,128,31,31,22,50,,12,,191,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,11,3/16/2019,703,657,10,132,27,38,29,64,12,15,,179,30,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,12,3/23/2019,671,619,,132,28,31,24,48,,15,,179,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,13,3/30/2019,660,620,10,111,24,29,,55,16,13,,181,32,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,14,4/6/2019,645,597,,116,24,34,,44,,13,0,185,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arkansas,2019,15,4/13/2019,645,608,10,115,26,32,,48,12,,,192,19,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,16,4/20/2019,616,563,10,113,26,27,12,39,10,12,,164,23,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,17,4/27/2019,586,548,,115,19,27,17,34,10,,,177,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,18,5/4/2019,588,546,10,135,27,14,11,46,,13,,161,21,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,19,5/11/2019,567,522,,124,16,20,,39,,11,,161,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,20,5/18/2019,607,564,,123,18,31,,39,13,12,,158,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,21,5/25/2019,630,594,,130,19,25,12,42,,,,174,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,22,6/1/2019,565,514,,105,23,23,,43,10,12,,156,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,23,6/8/2019,573,522,,111,22,24,,40,13,13,,150,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,24,6/15/2019,635,587,10,136,25,40,,42,15,,,158,24,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,25,6/22/2019,554,505,,105,26,22,,36,,10,,156,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,26,6/29/2019,564,524,,117,21,27,,37,10,11,,152,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,27,7/6/2019,582,529,11,131,15,24,,39,,11,,159,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,28,7/13/2019,580,534,,108,22,26,,53,,16,,151,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,29,7/20/2019,580,528,13,117,26,26,10,41,,14,,145,26,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,30,7/27/2019,539,494,11,95,20,24,12,51,,,,138,21,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,31,8/3/2019,557,524,13,116,17,31,10,35,,,,158,26,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,32,8/10/2019,592,551,10,111,17,22,,44,10,,,160,25,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,33,8/17/2019,574,525,,126,22,26,,38,,10,,145,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,34,8/24/2019,587,545,,136,22,15,,58,,11,,141,32,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,35,8/31/2019,557,507,10,131,13,27,,30,,,,143,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,36,9/7/2019,528,477,,94,19,21,,31,,,,152,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,37,9/14/2019,638,590,11,151,12,32,10,39,,10,,171,30,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,38,9/21/2019,601,554,11,117,23,36,10,38,,17,,137,29,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,39,9/28/2019,598,539,,119,24,24,,45,,12,,138,31,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,40,10/5/2019,564,516,11,116,19,25,,24,,19,,159,28,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,41,10/12/2019,590,555,10,130,20,32,,44,,11,,152,37,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,42,10/19/2019,610,567,,132,27,26,,45,,10,,157,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,43,10/26/2019,618,574,11,130,20,37,15,38,12,15,,142,33,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,44,11/2/2019,595,560,,126,21,23,11,47,,14,,165,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,45,11/9/2019,632,590,12,120,21,37,10,34,,18,,166,25,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,46,11/16/2019,671,623,17,148,21,38,14,38,11,23,,167,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,47,11/23/2019,643,588,,119,19,37,14,39,,14,,158,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
